Date,Year,Month_Num,Month_Name,Day_of_Week,Week_Number,Quarter,Is_Month_Start,Is_Month_End,Open,High,Low,Close,Shares_Traded,Turnover_Cr,Direction,Up_Day,Daily_Return_Pct,Change_from_Prev_Close,Cum_Return_Pct,Daily_Range,Daily_Range_Pct,Open_Close_Spread,Open_Close_Spread_Pct,Gap_Up_Down,Gap_Pct,SMA_5,SMA_10,SMA_20,SMA_50,EMA_5,EMA_10,EMA_20,EMA_50,Volatility_5D,Volatility_10D,Volatility_20D,ATR_14,RSI_14,RSI_Signal,MACD,MACD_Signal,MACD_Histogram,MACD_Crossover,BB_Upper,BB_Mid,BB_Lower,BB_Width,BB_Position,Drawdown_Pct,Rolling_52W_High,Rolling_52W_Low,Pct_From_52W_High,Pct_From_52W_Low,Volume_MA_20,Volume_Ratio,High_Volume_Day,Turnover_MA_20,SMA_20_above_50,Golden_Cross,Death_Cross,Trend
2025-06-18,2025,6,Jun-2025,Wednesday,25,2,0,0,24788.35,24947.55,24750.45,24812.05,237599011,22044.05,Down,0,-0.1664,-41.35,0.7792,197.1,0.7951,23.7,0.0956,-65.05,-0.2617,24843.75,24932.16,,,24864.26,24861.71,24807.69,24721.16,0.7339,0.6612,,,,,70.04,71.45,-1.41,Bearish,,,,,,-1.31,25222.4,24473.0,-1.63,1.39,,,0,,0.0,0,0,
2025-06-19,2025,6,Jun-2025,Thursday,25,2,0,0,24803.25,24863.1,24733.4,24793.25,274619935,23620.79,Down,0,-0.0758,-18.8,0.7029,129.7,0.5229,-10.0,-0.0403,-8.8,-0.0355,24824.76,24936.39,,,24840.59,24849.26,24806.31,24723.99,0.6039,0.6427,,,,,60.21,69.2,-8.99,None,,,,,,-1.3848,25222.4,24473.0,-1.7,1.31,,,0,,0.0,0,0,
2025-06-20,2025,6,Jun-2025,Friday,25,2,0,0,24787.65,25136.2,24783.65,25112.4,574654035,55782.03,Up,1,1.2872,319.15,1.9992,352.55,1.4223,324.75,1.3101,-5.6,-0.0226,24903.52,24947.32,,,24931.19,24897.1,24835.47,24739.22,0.7368,0.6928,,,,,77.28,70.82,6.46,Bullish,,,,,,-0.1153,25222.4,24473.0,-0.44,2.61,,,0,,0.0,0,0,
2025-06-23,2025,6,Jun-2025,Monday,26,2,0,0,24939.75,25057.0,24824.85,24971.9,248534153,20797.88,Down,0,-0.5595,-140.5,1.4285,232.15,0.9308,32.15,0.1289,-172.65,-0.6875,24908.6,24934.2,,,24944.76,24910.7,24848.46,24748.34,0.7315,0.7046,,222.96,,,78.57,72.37,6.2,None,,,,,,-0.6742,25222.4,24473.0,-0.99,2.04,,,0,,0.0,0,0,
2025-06-24,2025,6,Jun-2025,Tuesday,26,2,0,0,25179.9,25317.7,24999.7,25044.35,450185468,35508.9,Up,1,0.2901,72.45,1.7228,318.0,1.2629,-135.55,-0.5383,208.0,0.8329,24946.79,24928.2,,,24977.96,24935.0,24867.12,24759.95,0.7013,0.7128,,237.55,61.42,Neutral,84.46,74.79,9.67,None,,,,,,-0.386,25317.7,24473.0,-1.08,2.33,,,0,,0.0,0,0,
2025-06-25,2025,6,Jun-2025,Wednesday,26,2,0,0,25150.35,25266.8,25125.05,25244.75,260582584,22985.17,Up,1,0.8002,200.4,2.5367,141.75,0.5636,94.4,0.3753,106.0,0.4232,25033.33,24938.54,,,25066.89,24991.32,24903.08,24778.96,0.7234,0.7584,,227.19,62.81,Neutral,104.1,80.65,23.45,None,,,,,,0.0,25317.7,24473.0,-0.29,3.15,,,0,,0.0,0,0,
2025-06-26,2025,6,Jun-2025,Thursday,26,2,0,0,25268.95,25565.3,25259.9,25549.0,428891818,38689.39,Up,1,1.2052,304.25,3.7725,305.4,1.2086,280.05,1.1083,24.2,0.0959,25184.48,25004.62,,,25227.59,25092.72,24964.6,24809.16,0.7614,0.7403,,223.43,63.79,Neutral,142.57,93.03,49.54,None,,,,,,0.0,25565.3,24473.0,-0.06,4.4,,,0,,0.0,0,0,
2025-06-27,2025,6,Jun-2025,Friday,26,2,0,0,25576.65,25654.2,25523.55,25637.8,563957748,47108.6,Up,1,0.3476,88.8,4.1332,130.65,0.5108,61.15,0.2391,27.65,0.1082,25289.56,25096.54,,,25364.33,25191.82,25028.71,24841.66,0.66,0.6615,,226.84,63.58,Neutral,178.17,110.06,68.11,None,,,,,,0.0,25654.2,24473.0,-0.06,4.76,,,0,,0.0,0,0,
2025-06-30,2025,6,Jun-2025,Monday,27,2,0,1,25661.65,25669.35,25473.3,25517.05,270981274,24673.48,Down,0,-0.471,-120.75,3.6427,196.05,0.764,-144.6,-0.5635,23.85,0.093,25398.59,25153.6,,,25415.24,25250.95,25075.22,24868.14,0.6277,0.6783,,230.57,59.89,Neutral,194.4,126.93,67.47,None,,,,,,-0.471,25669.35,24473.0,-0.59,4.27,,,0,,0.0,0,0,
2025-07-01,2025,7,Jul-2025,Tuesday,27,3,1,0,25551.35,25593.4,25501.8,25541.8,260669106,23921.02,Up,1,0.097,24.75,3.7433,91.6,0.3585,-9.55,-0.0374,34.3,0.1344,25498.08,25222.44,25067.7,,25457.42,25303.84,25119.66,24894.56,0.6445,0.6475,,227.03,59.65,Neutral,206.87,142.92,63.95,None,25665.0,25067.7,24470.41,4.7655,Inside Band,-0.3744,25669.35,24473.0,-0.5,4.37,332928219.0,0.783,0,28882.25,0.0,0,0,
2025-07-02,2025,7,Jul-2025,Wednesday,27,3,0,0,25588.3,25608.1,25378.75,25453.4,309828013,26681.66,Down,0,-0.3461,-88.4,3.3842,229.35,0.8963,-134.9,-0.5272,46.5,0.1821,25539.81,25286.57,25109.36,,25456.08,25331.03,25151.44,24916.47,0.6681,0.6635,0.6511,216.96,64.79,Neutral,207.24,155.78,51.46,None,25691.27,25109.36,24527.46,4.635,Inside Band,-0.7193,25669.35,24473.0,-0.84,4.01,334376491.0,0.9266,0,29120.97,0.0,0,0,
2025-07-03,2025,7,Jul-2025,Thursday,27,3,0,0,25505.1,25587.5,25384.35,25405.3,293428797,24531.7,Down,0,-0.189,-48.1,3.1888,203.15,0.7965,-99.8,-0.3913,51.7,0.2031,25511.07,25347.78,25142.08,,25439.15,25344.53,25175.62,24935.64,0.3333,0.6707,0.6499,211.38,69.2,Neutral,201.32,164.89,36.43,None,25712.6,25142.08,24571.56,4.5384,Inside Band,-0.9069,25669.35,24473.0,-1.03,3.81,329627632.0,0.8902,0,28838.24,0.0,0,0,
2025-07-04,2025,7,Jul-2025,Friday,27,3,0,0,25428.85,25470.25,25331.65,25461.0,193511595,19101.33,Up,1,0.2192,55.7,3.4151,138.6,0.5451,32.15,0.1264,23.55,0.0927,25475.71,25382.64,25164.98,,25446.44,25365.71,25202.8,24956.25,0.2914,0.5629,0.6162,202.46,65.91,Neutral,198.84,171.68,27.16,None,25748.61,25164.98,24581.35,4.6384,Inside Band,-0.6896,25669.35,24473.0,-0.81,4.04,322524158.0,0.6,0,28291.22,0.0,0,0,
2025-07-07,2025,7,Jul-2025,Monday,28,3,0,0,25450.45,25489.8,25407.25,25461.3,196051345,16923.26,Up,1,0.0012,0.3,3.4163,82.55,0.3244,10.85,0.0426,-10.55,-0.0414,25464.56,25431.58,25182.88,,25451.39,25383.09,25227.42,24976.05,0.2256,0.5111,0.6122,196.33,69.95,Neutral,194.65,176.27,18.38,None,25780.35,25182.88,24585.42,4.745,Inside Band,-0.6884,25669.35,24473.0,-0.81,4.04,318365726.0,0.6158,0,27857.07,0.0,0,0,
2025-07-08,2025,7,Jul-2025,Tuesday,28,3,0,0,25427.85,25548.05,25424.15,25522.5,210410530,21947.32,Up,1,0.2404,61.2,3.6649,123.9,0.4873,94.65,0.3722,-33.45,-0.1314,25460.7,25479.39,25203.8,,25475.09,25408.44,25255.52,24997.48,0.2551,0.5103,0.6131,191.1,73.01,Overbought,194.03,179.82,14.21,None,25818.7,25203.8,24588.9,4.8794,Inside Band,-0.4497,25669.35,24473.0,-0.57,4.29,313520079.0,0.6711,0,27513.74,0.0,0,0,
2025-07-09,2025,7,Jul-2025,Wednesday,28,3,0,0,25514.6,25548.7,25424.35,25476.1,239081546,20549.5,Down,0,-0.1818,-46.4,3.4764,124.35,0.4874,-38.5,-0.1509,-7.9,-0.031,25465.24,25502.52,25220.53,,25475.43,25420.74,25276.53,25016.25,0.208,0.473,0.6157,190.72,71.73,Overbought,187.64,181.39,6.25,None,25846.4,25220.53,24594.66,4.9632,Inside Band,-0.6307,25669.35,24473.0,-0.75,4.1,310411893.0,0.7702,0,27247.66,0.0,0,0,
2025-07-10,2025,7,Jul-2025,Thursday,28,3,0,0,25511.65,25524.05,25340.45,25355.25,219609322,21435.36,Down,0,-0.4744,-120.85,2.9856,183.6,0.7197,-156.4,-0.6131,35.55,0.1395,25455.23,25483.15,25243.88,,25435.37,25408.83,25284.02,25029.55,0.2984,0.3008,0.577,178.65,58.84,Neutral,170.85,179.28,-8.43,Bearish,25852.15,25243.88,24635.62,4.8191,Inside Band,-1.1021,25669.35,24473.0,-1.22,3.6,304976822.0,0.7201,0,26840.76,0.0,0,0,
2025-07-11,2025,7,Jul-2025,Friday,28,3,0,0,25255.5,25322.45,25129.0,25149.85,249987681,26251.65,Down,0,-0.8101,-205.4,2.1513,193.45,0.766,-105.65,-0.4183,-99.75,-0.3934,25393.0,25434.36,25265.45,,25340.2,25361.74,25271.25,25034.26,0.4099,0.34,0.5868,175.89,56.19,Neutral,139.36,171.3,-31.94,None,25823.84,25265.45,24707.06,4.4202,Inside Band,-1.9032,25669.35,24473.0,-2.02,2.77,301540637.0,0.829,0,26911.41,0.0,0,0,
2025-07-14,2025,7,Jul-2025,Monday,29,3,0,0,25149.5,25151.1,25001.95,25082.3,259533624,23316.33,Down,0,-0.2686,-67.55,1.8769,149.15,0.5931,-67.2,-0.2672,-0.35,-0.0014,25317.2,25390.88,25272.24,,25254.23,25310.94,25253.25,25036.15,0.3865,0.3273,0.5574,163.82,51.32,Neutral,107.71,158.58,-50.87,None,25817.44,25272.24,24727.03,4.3147,Inside Band,-2.1667,25669.35,24473.0,-2.29,2.49,299226666.0,0.8673,0,26884.37,0.0,0,0,
2025-07-15,2025,7,Jul-2025,Tuesday,29,3,0,0,25089.5,25245.2,25088.45,25195.8,241340130,23282.7,Up,1,0.4525,113.5,2.3379,156.75,0.6248,106.3,0.4237,7.2,0.0287,25251.86,25356.28,25289.36,,25234.75,25290.0,25247.78,25042.41,0.4643,0.3754,0.5566,164.9,48.18,Neutral,90.75,145.01,-54.26,None,25799.57,25289.36,24779.15,4.035,Inside Band,-1.724,25669.35,24473.0,-1.84,2.95,299172886.0,0.8067,0,26957.61,0.0,0,0,
2025-07-16,2025,7,Jul-2025,Wednesday,29,3,0,0,25196.6,25255.3,25121.05,25212.05,228815928,22254.54,Up,1,0.0645,16.25,2.4039,134.25,0.5328,15.45,0.0613,0.8,0.0032,25199.05,25332.14,25309.36,,25227.19,25275.83,25244.38,25049.06,0.4867,0.3723,0.5539,152.67,34.08,Neutral,77.71,131.55,-53.84,None,25769.71,25309.36,24849.0,3.6378,Inside Band,-1.6606,25669.35,24473.0,-1.78,3.02,298733732.0,0.766,0,26968.13,0.0,0,0,
2025-07-17,2025,7,Jul-2025,Thursday,29,3,0,0,25230.75,25238.35,25101.0,25111.45,243412540,24715.35,Down,0,-0.399,-100.6,1.9953,137.35,0.5444,-119.3,-0.4728,18.7,0.0742,25150.29,25302.76,25325.27,,25188.61,25245.94,25231.72,25051.51,0.4775,0.384,0.5633,153.15,25.4,Oversold,58.59,116.96,-58.37,None,25729.03,25325.27,24921.5,3.1886,Inside Band,-2.053,25669.35,24473.0,-2.17,2.61,297173362.0,0.8191,0,27022.86,0.0,0,0,
2025-07-18,2025,7,Jul-2025,Friday,29,3,0,0,25108.55,25144.6,24918.65,24968.4,316979826,26330.8,Down,0,-0.5697,-143.05,1.4143,225.95,0.8999,-140.15,-0.5582,-2.9,-0.0115,25114.0,25253.5,25318.07,,25115.2,25195.48,25206.64,25048.25,0.4065,0.3885,0.5009,155.29,24.88,Oversold,31.53,99.87,-68.34,None,25742.43,25318.07,24893.71,3.3522,Inside Band,-2.611,25669.35,24473.0,-2.73,2.02,284289651.0,1.115,0,25550.3,0.0,0,0,
2025-07-21,2025,7,Jul-2025,Monday,30,3,0,0,24999.0,25111.4,24882.3,25090.7,305216414,26062.25,Up,1,0.4898,122.3,1.911,229.1,0.9164,91.7,0.3668,30.6,0.1226,25115.68,25216.44,25324.01,,25107.04,25176.43,25195.6,25049.91,0.4828,0.4428,0.4972,165.11,31.04,Neutral,19.73,83.85,-64.12,None,25730.93,25324.01,24917.08,3.2137,Inside Band,-2.134,25669.35,24473.0,-2.25,2.52,287123764.0,1.063,0,25813.52,0.0,0,0,
2025-07-22,2025,7,Jul-2025,Tuesday,30,3,0,0,25166.65,25182.0,25035.55,25060.9,483725120,31248.06,Down,0,-0.1188,-29.8,1.79,146.45,0.5819,-105.75,-0.4202,75.95,0.3027,25088.7,25170.28,25324.84,,25091.66,25155.42,25182.77,25050.34,0.4138,0.4221,0.4941,159.19,32.65,Neutral,7.88,68.65,-60.77,None,25729.43,25324.84,24920.24,3.1952,Inside Band,-2.2502,25669.35,24473.0,-2.37,2.4,288800747.0,1.6749,1,25600.47,0.0,0,0,
2025-07-23,2025,7,Jul-2025,Wednesday,30,3,0,0,25139.35,25233.5,25085.5,25219.9,271539651,23042.49,Up,1,0.6345,159.0,2.4358,148.0,0.5887,80.55,0.3204,78.45,0.313,25090.27,25144.66,25323.59,,25134.41,25167.15,25186.31,25056.99,0.5339,0.4947,0.4813,155.25,42.54,Neutral,11.19,57.16,-45.97,None,25729.37,25323.59,24917.81,3.2048,Inside Band,-1.63,25669.35,24473.0,-1.75,3.05,289348600.0,0.9385,0,25603.34,0.0,0,0,
2025-07-24,2025,7,Jul-2025,Thursday,30,3,0,0,25243.3,25246.25,25018.7,25062.1,338728860,27433.34,Down,0,-0.6257,-157.8,1.7949,227.55,0.9014,-181.2,-0.7178,23.4,0.0928,25080.4,25115.34,25299.25,,25110.3,25148.05,25174.48,25057.19,0.5842,0.5095,0.4077,161.6,35.16,Neutral,1.07,45.94,-44.87,None,25706.51,25299.25,24891.99,3.2195,Inside Band,-2.2455,25669.35,24473.0,-2.37,2.41,284840452.0,1.1892,0,25040.54,0.0,0,0,
2025-07-25,2025,7,Jul-2025,Friday,30,3,0,0,25010.35,25010.35,24806.35,24837.0,278136104,25273.64,Down,0,-0.8982,-225.1,0.8806,204.0,0.8157,-173.35,-0.6931,-51.75,-0.2065,25054.12,25084.06,25259.21,,25019.2,25091.49,25142.34,25048.56,0.671,0.5235,0.431,170.27,30.1,Neutral,-24.83,31.79,-56.62,None,25683.43,25259.21,24834.99,3.3589,Inside Band,-3.1235,25669.35,24473.0,-3.24,1.49,270549370.0,1.028,0,23948.79,0.0,0,0,
2025-07-28,2025,7,Jul-2025,Monday,31,3,0,0,24782.45,24889.2,24646.6,24680.9,262142969,24976.54,Down,0,-0.6285,-156.1,0.2465,242.6,0.9789,-101.55,-0.4098,-54.55,-0.2196,24972.16,25043.92,25217.4,,24906.43,25016.84,25098.39,25034.14,0.6071,0.5464,0.4384,178.75,24.71,Oversold,-57.29,13.97,-71.26,None,25695.96,25217.4,24738.84,3.7955,Below Lower,-3.7324,25669.35,24473.0,-3.85,0.85,270107455.0,0.9705,0,23963.94,0.0,0,0,
2025-07-29,2025,7,Jul-2025,Tuesday,31,3,0,0,24609.65,24847.15,24598.6,24821.1,284657235,25954.42,Up,1,0.5681,140.2,0.816,248.55,1.01,211.45,0.8592,-71.25,-0.2887,24924.2,25006.45,25181.36,,24877.99,24981.25,25071.98,25025.79,0.7311,0.5618,0.4651,187.62,31.37,Neutral,-70.89,-3.0,-67.89,None,25665.57,25181.36,24697.16,3.8457,Inside Band,-3.1855,25669.35,24473.0,-3.3,1.42,271306862.0,1.0492,0,24065.61,0.0,0,0,
2025-07-30,2025,7,Jul-2025,Wednesday,31,3,0,0,24890.4,24902.3,24771.95,24855.05,243886726,23525.25,Up,1,0.1368,33.95,0.9539,130.35,0.5237,-35.35,-0.142,69.3,0.2792,24851.23,24970.75,25151.45,,24870.34,24958.31,25051.32,25019.09,0.6155,0.5653,0.4665,183.82,35.03,Neutral,-78.02,-18.0,-60.02,None,25638.81,25151.45,24664.08,3.8754,Inside Band,-3.0531,25669.35,24473.0,-3.17,1.56,268009797.0,0.91,0,23907.79,0.0,0,0,
2025-07-31,2025,7,Jul-2025,Thursday,31,3,0,1,24642.25,24956.5,24635.0,24768.35,346303628,30477.71,Down,0,-0.3488,-86.7,0.6017,321.5,1.3047,126.1,0.5117,-212.8,-0.8562,24792.48,24936.44,25119.6,,24836.35,24923.77,25024.37,25009.26,0.5896,0.563,0.4691,192.97,37.71,Neutral,-89.64,-32.33,-57.31,None,25620.19,25119.6,24619.01,3.9857,Inside Band,-3.3913,25669.35,24473.0,-3.51,1.21,270653539.0,1.2795,0,24205.09,0.0,0,0,
2025-08-01,2025,8,Aug-2025,Friday,31,3,1,0,24734.9,24784.15,24535.05,24565.35,263357194,24972.45,Down,0,-0.8196,-203.0,-0.2228,249.1,1.0071,-169.55,-0.6855,-33.45,-0.1351,24738.15,24896.14,25074.82,,24746.01,24858.6,24980.66,24991.85,0.5682,0.5893,0.4861,200.11,34.68,Neutral,-113.92,-48.65,-65.27,None,25606.11,25074.82,24543.52,4.2377,Inside Band,-4.1831,25669.35,24473.0,-4.3,0.38,274145819.0,0.9606,0,24498.65,0.0,0,0,
2025-08-04,2025,8,Aug-2025,Monday,32,3,0,0,24596.05,24736.25,24554.0,24722.75,259329477,20372.68,Up,1,0.6407,157.4,0.4165,182.25,0.741,126.7,0.5151,30.7,0.125,24746.52,24859.34,25037.89,,24738.26,24833.9,24956.09,24981.3,0.6203,0.6094,0.5184,201.93,36.34,Neutral,-119.08,-62.74,-56.34,None,25558.64,25037.89,24517.14,4.1597,Inside Band,-3.5691,25669.35,24473.0,-3.69,1.02,277309725.0,0.9352,0,24671.12,0.0,0,0,
2025-08-05,2025,8,Aug-2025,Tuesday,32,3,0,0,24720.25,24733.1,24590.3,24649.55,251849778,23815.36,Down,0,-0.2961,-73.2,0.1192,142.8,0.5777,-70.7,-0.286,-2.5,-0.0101,24712.21,24818.2,24994.24,,24708.69,24800.38,24926.9,24968.29,0.5513,0.6111,0.5112,202.54,34.27,Neutral,-127.61,-75.71,-51.9,None,25489.69,24994.24,24498.79,3.9645,Inside Band,-3.8547,25669.35,24473.0,-3.97,0.72,279381688.0,0.9015,0,24764.52,0.0,0,0,
2025-08-06,2025,8,Aug-2025,Wednesday,32,3,0,0,24641.35,24671.4,24539.2,24574.2,225091071,20559.22,Down,0,-0.3057,-75.35,-0.1868,132.2,0.5365,-67.15,-0.2725,-8.2,-0.0333,24656.04,24753.64,24949.15,,24663.86,24759.26,24893.31,24952.83,0.5315,0.5432,0.5121,202.17,34.76,Neutral,-138.85,-88.34,-50.51,None,25423.67,24949.15,24474.63,3.8039,Inside Band,-4.1486,25669.35,24473.0,-4.27,0.41,278682164.0,0.8077,0,24765.01,0.0,0,0,
2025-08-07,2025,8,Aug-2025,Thursday,32,3,0,0,24464.2,24634.2,24344.15,24596.15,616739190,35574.59,Up,1,0.0893,21.95,-0.0977,290.05,1.1856,131.95,0.5394,-110.0,-0.4476,24621.6,24707.04,24911.19,,24641.29,24729.6,24865.01,24938.84,0.5422,0.5364,0.5105,206.75,38.66,Neutral,-144.32,-99.53,-44.79,None,25370.12,24911.19,24452.26,3.6845,Inside Band,-4.0629,25669.35,24344.15,-4.18,1.04,298538657.0,2.0659,1,25471.97,0.0,0,0,
2025-08-08,2025,8,Aug-2025,Friday,32,3,0,0,24544.25,24585.5,24337.5,24363.3,312630157,38135.74,Down,0,-0.9467,-232.85,-1.0435,248.0,1.0104,-180.95,-0.7372,-51.9,-0.211,24581.19,24659.67,24871.86,,24548.63,24663.0,24817.23,24916.27,0.5835,0.5437,0.5206,208.1,29.25,Oversold,-165.54,-112.74,-52.8,None,25377.15,24871.86,24366.58,4.0631,Below Lower,-4.9712,25669.35,24337.5,-5.09,0.11,301670781.0,1.0363,0,26066.17,0.0,0,0,
2025-08-11,2025,8,Aug-2025,Monday,33,3,0,0,24371.5,24600.85,24347.45,24585.05,241145497,21081.61,Up,1,0.9102,221.75,-0.1428,253.4,1.0397,213.55,0.8762,8.2,0.0337,24553.65,24650.08,24847.0,,24560.77,24648.83,24795.11,24903.28,0.6807,0.6187,0.5716,215.74,37.76,Neutral,-162.58,-122.7,-39.88,None,25357.6,24847.0,24336.41,4.1099,Inside Band,-4.1062,25669.35,24337.5,-4.22,1.02,300751375.0,0.8018,0,25954.44,0.0,0,0,
2025-08-12,2025,8,Aug-2025,Tuesday,33,3,0,0,24563.35,24702.6,24465.65,24487.4,237002462,22258.29,Down,0,-0.3972,-97.65,-0.5394,236.95,0.9646,-75.95,-0.3092,-21.7,-0.0883,24521.22,24616.72,24811.58,25022.97,24536.31,24619.48,24765.81,24886.98,0.6891,0.5884,0.5599,222.09,30.55,Neutral,-166.21,-131.41,-34.8,None,25318.57,24811.58,24304.6,4.0867,Inside Band,-4.4871,25669.35,24337.5,-4.6,0.62,300534491.0,0.7886,0,25903.22,0.0,0,0,Strong Downtrend
2025-08-13,2025,8,Aug-2025,Wednesday,33,3,0,0,24586.2,24664.55,24535.25,24619.35,236006791,22843.14,Up,1,0.5388,131.95,-0.0035,129.3,0.5259,33.15,0.1348,98.8,0.4035,24530.25,24593.14,24781.95,25022.95,24563.99,24619.45,24751.86,24876.48,0.7371,0.6217,0.5788,215.07,38.08,Neutral,-156.62,-136.45,-20.17,None,25258.76,24781.95,24305.13,3.8481,Inside Band,-3.9725,25669.35,24337.5,-4.09,1.16,300894034.0,0.7844,0,25932.65,0.0,0,0,Strong Downtrend
2025-08-14,2025,8,Aug-2025,Thursday,33,3,0,0,24607.25,24673.65,24596.9,24631.3,270162203,22375.44,Up,1,0.0485,11.95,0.0451,76.75,0.3119,24.05,0.0977,-12.1,-0.0491,24537.28,24579.44,24757.94,25020.56,24586.43,24621.61,24740.38,24866.87,0.7366,0.6162,0.576,205.99,43.74,Neutral,-146.38,-138.43,-7.95,None,25212.74,24757.94,24303.14,3.674,Inside Band,-3.9258,25669.35,24337.5,-4.04,1.21,302231518.0,0.8939,0,25815.65,0.0,0,0,Strong Downtrend
